"_cached_page_id","_template","_type","best_seller","captions","course_name","current_price","field1","hours_video","hours_video_precise","language","last_updated","num_articles","num_lectures","num_ratings","original_price","rating","students_enrolled","supplemental_resources","url"
"0199503c6d418194d6c72917e4ff1def856f6f6d","7881-4efd-9c9f","Computer Vision A-Z Learn OpenCV GANs and Cuttin","","","Market Basket Analysis & Linear Discriminant Analysis with R","Current price: 10 €","/market-basket-analysis-linear-discriminant-analysis-with-r","3.5 hours on-demand video","03:24:28","English","Last updated 8/2017","17 Supplemental Resources","36 Lectures","5.0 (2 ratings) Instead of using a simple lifetime average, Udemy calculates a course's star rating by considering a number of different factors such as the number of ratings, the age of ratings, and the likelihood of fraudulent ratings.","Original price: 20 €","","52 students enrolled","Full lifetime access","https://www.udemy.com/market-basket-analysis-linear-discriminant-analysis-with-r/"
"712da5a1a3a5809b1f90fe591b0ceda637f42293","7881-4efd-9c9f","Computer Vision A-Z Learn OpenCV GANs and Cuttin","","English [Auto-generated]","Knowledge Management","Current price: 10 €","/knowledge-management","3.5 hours on-demand video","08:14:25","English","Last updated 3/2015","1 min on-demand audio","76 Lectures","3.5 (15 ratings) Instead of using a simple lifetime average, Udemy calculates a course's star rating by considering a number of different factors such as the number of ratings, the age of ratings, and the likelihood of fraudulent ratings.","Original price: 50 €","","134 students enrolled","12 Supplemental Resources","https://www.udemy.com/knowledge-management/"
"32909fbad6daf3bff4a903b1def22ddc5db32291","7881-4efd-9c9f","Computer Vision A-Z Learn OpenCV GANs and Cuttin","","English [Auto-generated]","Modeling Workflow Patterns in TIBCO Business Studio","Current price: 10 €","/modeling-workflow-patterns-in-tibco-business-studio","1 hour on-demand video","01:07:15","English","Last updated 7/2014","1 Supplemental Resource","18 Lectures","3.3 (5 ratings) Instead of using a simple lifetime average, Udemy calculates a course's star rating by considering a number of different factors such as the number of ratings, the age of ratings, and the likelihood of fraudulent ratings.","Original price: 20 €","","954 students enrolled","Full lifetime access","https://www.udemy.com/modeling-workflow-patterns-in-tibco-business-studio/"
"62d3456bb56ba76126f74a4e68e8533a308914a3","7881-4efd-9c9f","Computer Vision A-Z Learn OpenCV GANs and Cuttin","","","ERP-Microsoft Dynamics NAV module and functionality overview","Current price: 10 €","/erp-microsoft-dynamics-nav-module-and-functionality-overview","1.5 hours on-demand video","01:33:08","English","Last updated 6/2017","6 Supplemental Resources","17 Lectures","3.6 (11 ratings) Instead of using a simple lifetime average, Udemy calculates a course's star rating by considering a number of different factors such as the number of ratings, the age of ratings, and the likelihood of fraudulent ratings.","Original price: 50 €","","77 students enrolled","Full lifetime access","https://www.udemy.com/erp-microsoft-dynamics-nav-module-and-functionality-overview/"
"62be58ace9e73e1aa0337163f8bda69aefe5f358","7881-4efd-9c9f","Computer Vision A-Z Learn OpenCV GANs and Cuttin","","","Real Time Streaming using Apache Spark Streaming","Current price: 10 €","/real-time-streaming-using-apache-spark-streaming","1 hour on-demand video","59:33","English","Last updated 7/2017","1 Supplemental Resource","13 Lectures","3.4 (6 ratings) Instead of using a simple lifetime average, Udemy calculates a course's star rating by considering a number of different factors such as the number of ratings, the age of ratings, and the likelihood of fraudulent ratings.","Original price: 125 €","","45 students enrolled","Full lifetime access","https://www.udemy.com/real-time-streaming-using-apache-spark-streaming/"
"e973f86825d6d02fcedc9fa9ae319943be1f00e3","7881-4efd-9c9f","Computer Vision A-Z Learn OpenCV GANs and Cuttin","","English [Auto-generated]","Predict to Win in Business with Excel and Numbers","Current price: 10 €","/understand-your-business-earn-more-money","6 hours on-demand video","06:10:49","English","Last updated 9/2013","1 Supplemental Resource","45 Lectures","3.5 (3 ratings) Instead of using a simple lifetime average, Udemy calculates a course's star rating by considering a number of different factors such as the number of ratings, the age of ratings, and the likelihood of fraudulent ratings.","Original price: 65 €","","1,217 students enrolled","Full lifetime access","https://www.udemy.com/understand-your-business-earn-more-money/"
"673f600c35c65cecb93875f573029cf30a837b50","7881-4efd-9c9f","Computer Vision A-Z Learn OpenCV GANs and Cuttin","","","Real World SQL Server Profiler","Current price: 10 €","/real-world-sql-server-profiler","1 hour on-demand video","01:06:40","English","Last updated 1/2017","4 Articles","33 Lectures","4.5 (1 rating) Instead of using a simple lifetime average, Udemy calculates a course's star rating by considering a number of different factors such as the number of ratings, the age of ratings, and the likelihood of fraudulent ratings.","Original price: 20 €","","66 students enrolled","Full lifetime access","https://www.udemy.com/real-world-sql-server-profiler/"
"ab72a155c88add428d2803c610dcf25f675c18d2","7881-4efd-9c9f","Computer Vision A-Z Learn OpenCV GANs and Cuttin","","","Excel For Top MBAs (And Wannabes)","Price: 20 €","/excel-for-top-mbas-and-wannabes","5 hours on-demand video","05:04:19","English","Last updated 10/2015","1 Article","64 Lectures","4.5 (2 ratings) Instead of using a simple lifetime average, Udemy calculates a course's star rating by considering a number of different factors such as the number of ratings, the age of ratings, and the likelihood of fraudulent ratings.","","","35 students enrolled","Full lifetime access","https://www.udemy.com/excel-for-top-mbas-and-wannabes/"
"ad1b56d05afa23abe45822da5790175b4234323e","7881-4efd-9c9f","Computer Vision A-Z Learn OpenCV GANs and Cuttin","","Simplified Chinese","Predict Consumer Decisions with Choice-Based Conjoint: 中国","Current price: 10 €","/learningcbc-chinese","4.5 hours on-demand video","04:17:52","English","Last updated 7/2015","Full lifetime access","34 Lectures","4.5 (2 ratings) Instead of using a simple lifetime average, Udemy calculates a course's star rating by considering a number of different factors such as the number of ratings, the age of ratings, and the likelihood of fraudulent ratings.","Original price: 90 €","","50 students enrolled","Access on mobile and TV","https://www.udemy.com/learningcbc-chinese/"
"f05106ac6cced8b8b5a8de5320aba89b2c27ae8b","7881-4efd-9c9f","Computer Vision A-Z Learn OpenCV GANs and Cuttin","","English [Auto-generated]","Data Mining","Current price: 10 €","/data-mining","2 hours on-demand video","05:20:04","English","Last updated 3/2015","1 min on-demand audio","58 Lectures","2.7 (22 ratings) Instead of using a simple lifetime average, Udemy calculates a course's star rating by considering a number of different factors such as the number of ratings, the age of ratings, and the likelihood of fraudulent ratings.","Original price: 50 €","","326 students enrolled","12 Supplemental Resources","https://www.udemy.com/data-mining/"
"ac5ff83093d43409e1c352e5f9f60b9023b92678","7881-4efd-9c9f","Computer Vision A-Z Learn OpenCV GANs and Cuttin","New","English [Auto-generated]","Convolutional Neural Networks: Zero to Full Real-World Apps","Current price: 10 €","/cnn-zero-to-full-real-world-apps","5.5 hours on-demand video","05:24:45","English","Last updated 10/2017","37 Articles","81 Lectures","3.6 (4 ratings) Instead of using a simple lifetime average, Udemy calculates a course's star rating by considering a number of different factors such as the number of ratings, the age of ratings, and the likelihood of fraudulent ratings.","Original price: 195 €","3.6","43 students enrolled","37 Supplemental Resources","https://www.udemy.com/cnn-zero-to-full-real-world-apps/"
"51e586ed5af58197b84cd65b00350d4fab99d8da","7881-4efd-9c9f","Computer Vision A-Z Learn OpenCV GANs and Cuttin","","English [Auto-generated]","How to Use Your Income Statement as a Roadmap to Success","Current price: 10 €","/work-hacking-business-data","1 hour on-demand video","01:08:45","English","Last updated 11/2013","Full lifetime access","8 Lectures","4.0 (1 rating) Instead of using a simple lifetime average, Udemy calculates a course's star rating by considering a number of different factors such as the number of ratings, the age of ratings, and the likelihood of fraudulent ratings.","Original price: 35 €","","576 students enrolled","Access on mobile and TV","https://www.udemy.com/work-hacking-business-data/"
"32896070b5842ee87e0fa0521b920b461b3432a1","7881-4efd-9c9f","Computer Vision A-Z Learn OpenCV GANs and Cuttin","","English [Auto-generated]","Haskell: Data Analysis Made Easy","Current price: 10 €","/haskell-data-analysis-made-easy","6.5 hours on-demand video","07:10:14","English","Last updated 4/2017","8 Articles","64 Lectures","3.7 (7 ratings) Instead of using a simple lifetime average, Udemy calculates a course's star rating by considering a number of different factors such as the number of ratings, the age of ratings, and the likelihood of fraudulent ratings.","Original price: 200 €","","104 students enrolled","Full lifetime access","https://www.udemy.com/haskell-data-analysis-made-easy/"
"6183c901ef0400543a06991acf6a5e9a834ee1ce","7881-4efd-9c9f","Computer Vision A-Z Learn OpenCV GANs and Cuttin","","English [Auto-generated]","Business Forecasting with Google Sheets","Current price: 10 €","/business-forecasting-with-google-sheets","4 hours on-demand video","04:12:42","English","Last updated 10/2015","Full lifetime access","37 Lectures","3.0 (7 ratings) Instead of using a simple lifetime average, Udemy calculates a course's star rating by considering a number of different factors such as the number of ratings, the age of ratings, and the likelihood of fraudulent ratings.","Original price: 25 €","","571 students enrolled","Access on mobile and TV","https://www.udemy.com/business-forecasting-with-google-sheets/"
"a002d56272fc77609f4e209c4fe0998fa9fb746c","7881-4efd-9c9f","Computer Vision A-Z Learn OpenCV GANs and Cuttin","","English [Auto-generated]","9 Questions That You Need On ALL Surveys & Questionnaires","Current price: 10 €","/lparacademy","20 mins on-demand video","51:40","English","Last updated 11/2015","6 Supplemental Resources","17 Lectures","3.5 (3 ratings) Instead of using a simple lifetime average, Udemy calculates a course's star rating by considering a number of different factors such as the number of ratings, the age of ratings, and the likelihood of fraudulent ratings.","Original price: 20 €","","615 students enrolled","Full lifetime access","https://www.udemy.com/lparacademy/"
"f3109596985fab2f073c64a20a0e44cb6a84c3f5","7881-4efd-9c9f","Computer Vision A-Z Learn OpenCV GANs and Cuttin","","English [Auto-generated]","Need to predict the future?","Current price: 10 €","/forecasting-fundamentals,/forecasting-fundamentals,/forecasting-fundamentals","1 hour on-demand video","01:10:43","English","Last updated 10/2015","Full lifetime access","9 Lectures","4.2 (6 ratings) Instead of using a simple lifetime average, Udemy calculates a course's star rating by considering a number of different factors such as the number of ratings, the age of ratings, and the likelihood of fraudulent ratings.","Original price: 30 €","","102 students enrolled","Access on mobile and TV","https://www.udemy.com/forecasting-fundamentals/"
"e56d0ea2383e6f7af630f2b7b816a5ab7982b042","7881-4efd-9c9f","Computer Vision A-Z Learn OpenCV GANs and Cuttin","","English [Auto-generated]","Microsoft Excel in 75 minutes - Part 1","Current price: 10 €","/microsoft-excel-in-75-minutes-part-1","1 hour on-demand video","01:07:40","English","Last updated 3/2016","Full lifetime access","11 Lectures","4.1 (4 ratings) Instead of using a simple lifetime average, Udemy calculates a course's star rating by considering a number of different factors such as the number of ratings, the age of ratings, and the likelihood of fraudulent ratings.","Original price: 20 €","","405 students enrolled","Access on mobile and TV","https://www.udemy.com/microsoft-excel-in-75-minutes-part-1/"
"91d6c4e5f58b2f93fda0509fc071be4f35f0b29d","7881-4efd-9c9f","Computer Vision A-Z Learn OpenCV GANs and Cuttin","","","Guide to Big Data Analytics: Origination to Opportunities","Current price: 10 €","/big-data-analytics","2.5 hours on-demand video","02:27:53","English","Last updated 10/2017","2 Articles","59 Lectures","3.3 (18 ratings) Instead of using a simple lifetime average, Udemy calculates a course's star rating by considering a number of different factors such as the number of ratings, the age of ratings, and the likelihood of fraudulent ratings.","Original price: 60 €","","418 students enrolled","Full lifetime access","https://www.udemy.com/big-data-analytics/"
"ca89728db588ebb31a8c63f42448a1200f6555b4","7881-4efd-9c9f","Computer Vision A-Z Learn OpenCV GANs and Cuttin","New","English [Auto-generated]","Hands on Psychometrics using SPSS and AMOS","Current price: 10 €","/psychometrics","6 hours on-demand video","05:52:19","English","Last updated 10/2017","2 Articles","86 Lectures","4.9 (4 ratings) Instead of using a simple lifetime average, Udemy calculates a course's star rating by considering a number of different factors such as the number of ratings, the age of ratings, and the likelihood of fraudulent ratings.","Original price: 195 €","4.9","13 students enrolled","Full lifetime access","https://www.udemy.com/psychometrics/"
"6609422460303319fb38be936042cce047b431ad","7881-4efd-9c9f","Computer Vision A-Z Learn OpenCV GANs and Cuttin","","English [Auto-generated]","Learn Data Visualization and Become Data Analyst","Current price: 10 €","/user-experience-ux-design-for-data-visualization,/user-experience-ux-design-for-data-visualization","1.5 hours on-demand video","01:27:14","English","Last updated 11/2016","1 Article","21 Lectures","3.5 (14 ratings) Instead of using a simple lifetime average, Udemy calculates a course's star rating by considering a number of different factors such as the number of ratings, the age of ratings, and the likelihood of fraudulent ratings.","Original price: 95 €","","210 students enrolled","Full lifetime access","https://www.udemy.com/user-experience-ux-design-for-data-visualization/"
"db607c2ddcb5cd909370a14d3255984e4241c7ce","7881-4efd-9c9f","Computer Vision A-Z Learn OpenCV GANs and Cuttin","","English [Auto-generated]","Supercharge Your Business: your roadmap for success!","Price: Free","/data-analysis-essential-skills-for-managers","1 hour on-demand video","51:33","English","Last updated 1/2016","1 Article","10 Lectures","4.2 (53 ratings) Instead of using a simple lifetime average, Udemy calculates a course's star rating by considering a number of different factors such as the number of ratings, the age of ratings, and the likelihood of fraudulent ratings.","","","4,218 students enrolled","Full lifetime access","https://www.udemy.com/data-analysis-essential-skills-for-managers/"
"94daf86caef7f517d0a09c7bb627ea88856da09e","7881-4efd-9c9f","Computer Vision A-Z Learn OpenCV GANs and Cuttin","","English [Auto-generated]","Essential Analytics for Solo and Small Business Owners","Current price: 10 €","/essential-analytics-for-solo-and-small-business-owners","4 hours on-demand video","04:29:55","English","Last updated 11/2015","6 Articles","59 Lectures","3.8 (11 ratings) Instead of using a simple lifetime average, Udemy calculates a course's star rating by considering a number of different factors such as the number of ratings, the age of ratings, and the likelihood of fraudulent ratings.","Original price: 25 €","","170 students enrolled","4 Supplemental Resources","https://www.udemy.com/essential-analytics-for-solo-and-small-business-owners/"
"6e6b0f6da83ee2133c0adddef5c5715a65301647","7881-4efd-9c9f","Computer Vision A-Z Learn OpenCV GANs and Cuttin","","English [Auto-generated]","Learn the new advanced analytics charts in EXCEL 2016 today","Current price: 10 €","/learn-the-new-advanced-analytics-charts-in-excel-2016-today","1.5 hours on-demand video","01:35:08","English","Last updated 10/2016","24 Supplemental Resources","24 Lectures","3.7 (14 ratings) Instead of using a simple lifetime average, Udemy calculates a course's star rating by considering a number of different factors such as the number of ratings, the age of ratings, and the likelihood of fraudulent ratings.","Original price: 20 €","","103 students enrolled","Full lifetime access","https://www.udemy.com/learn-the-new-advanced-analytics-charts-in-excel-2016-today/"
"f12f4922742d34d758add49d56828857df6fc75f","7881-4efd-9c9f","Computer Vision A-Z Learn OpenCV GANs and Cuttin","","English [Auto-generated]","Dashboards 101 - Using Metrics to Improve Performance","Current price: 10 €","/dashboards-101-using-metrics-to-improve-performance","1 hour on-demand video","53:22","English","Last updated 4/2014","Full lifetime access","6 Lectures","4.3 (8 ratings) Instead of using a simple lifetime average, Udemy calculates a course's star rating by considering a number of different factors such as the number of ratings, the age of ratings, and the likelihood of fraudulent ratings.","Original price: 30 €","","105 students enrolled","Access on mobile and TV","https://www.udemy.com/dashboards-101-using-metrics-to-improve-performance/"
"0cf416d2a556b013acf73ce2d9574e30fa673e62","7881-4efd-9c9f","Computer Vision A-Z Learn OpenCV GANs and Cuttin","","English [Auto-generated]","Learn R for Business Analytics from Basics","Current price: 10 €","/training-in-r-for-business-analytics-a-beginners-guide","1.5 hours on-demand video","01:42:45","English","Last updated 11/2014","Full lifetime access","14 Lectures","3.8 (18 ratings) Instead of using a simple lifetime average, Udemy calculates a course's star rating by considering a number of different factors such as the number of ratings, the age of ratings, and the likelihood of fraudulent ratings.","Original price: 20 €","","233 students enrolled","Access on mobile and TV","https://www.udemy.com/training-in-r-for-business-analytics-a-beginners-guide/"
"6bb3dca12b662e14cbfd693444b98a2601c3de7b","7881-4efd-9c9f","Computer Vision A-Z Learn OpenCV GANs and Cuttin","","","Fuzzy Logic - A practical introduction","Current price: 10 €","/fuzzy-logic-a-practical-introduction","33 mins on-demand video","32:58","English","Last updated 3/2017","1 Supplemental Resource","11 Lectures","3.8 (14 ratings) Instead of using a simple lifetime average, Udemy calculates a course's star rating by considering a number of different factors such as the number of ratings, the age of ratings, and the likelihood of fraudulent ratings.","Original price: 20 €","","60 students enrolled","Full lifetime access","https://www.udemy.com/fuzzy-logic-a-practical-introduction/"
"b35c3c3c97fcf3cbc4cfe6ec4d76f3728c3db24c","7881-4efd-9c9f","Computer Vision A-Z Learn OpenCV GANs and Cuttin","","English [Auto-generated]","Advanced Data Manipulation in Excel","Current price: 10 €","/advanced-data-manipulation-and-visualization-in-excel","2 hours on-demand video","02:09:58","English","Last updated 12/2016","1 Supplemental Resource","23 Lectures","4.2 (11 ratings) Instead of using a simple lifetime average, Udemy calculates a course's star rating by considering a number of different factors such as the number of ratings, the age of ratings, and the likelihood of fraudulent ratings.","Original price: 160 €","","89 students enrolled","Full lifetime access","https://www.udemy.com/advanced-data-manipulation-and-visualization-in-excel/"
"9110dfc156ec1186bda29ec0b63e42cb025fbe6a","7881-4efd-9c9f","Computer Vision A-Z Learn OpenCV GANs and Cuttin","","","Fundamentals of Data Manipulation and Visualization in Excel","Current price: 10 €","/fundamentals-of-data-manipulation-and-visualization-in-excel","2 hours on-demand video","02:04:18","English","Last updated 11/2016","4 Supplemental Resources","33 Lectures","3.8 (20 ratings) Instead of using a simple lifetime average, Udemy calculates a course's star rating by considering a number of different factors such as the number of ratings, the age of ratings, and the likelihood of fraudulent ratings.","Original price: 90 €","","78 students enrolled","Full lifetime access","https://www.udemy.com/fundamentals-of-data-manipulation-and-visualization-in-excel/"
"ec0f9f4d0bab2d03245a2e1e7e0b3307c18a49c6","7881-4efd-9c9f","Computer Vision A-Z Learn OpenCV GANs and Cuttin","","English [Auto-generated]","Compstat Analytics-Let The Numbers Do the Talking","Current price: 10 €","/compstat-analytics-let-the-numbers-do-the-talking","1 hour on-demand video","01:06:48","English","Last updated 10/2016","1 Supplemental Resource","7 Lectures","5.0 (2 ratings) Instead of using a simple lifetime average, Udemy calculates a course's star rating by considering a number of different factors such as the number of ratings, the age of ratings, and the likelihood of fraudulent ratings.","Original price: 75 €","","140 students enrolled","Full lifetime access","https://www.udemy.com/compstat-analytics-let-the-numbers-do-the-talking/"
"61d3eeb282169649543b086b8d2238986ea64a31","7881-4efd-9c9f","Computer Vision A-Z Learn OpenCV GANs and Cuttin","","English [Auto-generated]","IBM SPSS Modeler: Techniques for Missing Data","Current price: 10 €","/ibm-spss-modeler-techniques-for-missing-data","3.5 hours on-demand video","03:16:21","English","Last updated 4/2014","Full lifetime access","20 Lectures","3.9 (12 ratings) Instead of using a simple lifetime average, Udemy calculates a course's star rating by considering a number of different factors such as the number of ratings, the age of ratings, and the likelihood of fraudulent ratings.","Original price: 50 €","","180 students enrolled","Access on mobile and TV","https://www.udemy.com/ibm-spss-modeler-techniques-for-missing-data/"
"34d19bf243c588e3adea51e01dd76c558d87c623","7881-4efd-9c9f","Computer Vision A-Z Learn OpenCV GANs and Cuttin","","","Multiple Regression Analysis with R","Current price: 10 €","/multiple-regression-analysis-with-r","3.5 hours on-demand video","03:24:33","English","Last updated 5/2017","7 Articles","36 Lectures","3.8 (11 ratings) Instead of using a simple lifetime average, Udemy calculates a course's star rating by considering a number of different factors such as the number of ratings, the age of ratings, and the likelihood of fraudulent ratings.","Original price: 50 €","","64 students enrolled","7 Supplemental Resources","https://www.udemy.com/multiple-regression-analysis-with-r/"
"db89fcfa6f74c6a077d76acf97555979ad875d7b","7881-4efd-9c9f","Computer Vision A-Z Learn OpenCV GANs and Cuttin","","English [Auto-generated]","PCI Geomatics - Creating seamless mosaics from Air photos","Price: Free","/creating-seamless-mosaics-from-air-photos","36 mins on-demand video","36:09","English","Last updated 9/2016","1 Supplemental Resource","6 Lectures","4.9 (18 ratings) Instead of using a simple lifetime average, Udemy calculates a course's star rating by considering a number of different factors such as the number of ratings, the age of ratings, and the likelihood of fraudulent ratings.","","","1,225 students enrolled","Full lifetime access","https://www.udemy.com/creating-seamless-mosaics-from-air-photos/"
"f6b827c4764f0d9a292300fc493bf37ca806231a","7881-4efd-9c9f","Computer Vision A-Z Learn OpenCV GANs and Cuttin","","English [Auto-generated]","Tableau 10: Complete Data Visualization Solutions","Current price: 10 €","/tableau-10-complete-data-visualization-solutions","4 hours on-demand video","06:38:34","English","Last updated 11/2017","11 Articles","64 Lectures","3.7 (5 ratings) Instead of using a simple lifetime average, Udemy calculates a course's star rating by considering a number of different factors such as the number of ratings, the age of ratings, and the likelihood of fraudulent ratings.","Original price: 200 €","","88 students enrolled","1 Supplemental Resource","https://www.udemy.com/tableau-10-complete-data-visualization-solutions/"
"8302bec09c83e825f006562e57b2f1fcb1eba3f4","7881-4efd-9c9f","Computer Vision A-Z Learn OpenCV GANs and Cuttin","","","SQL for Beginners: Learn through 10 examples, data provided!","Current price: 10 €","/sql-for-beginners-learn-through-10-examples,/sql-for-beginners-learn-through-10-examples","1.5 hours on-demand video","01:19:31","English","Last updated 3/2016","Full lifetime access","18 Lectures","4.3 (10 ratings) Instead of using a simple lifetime average, Udemy calculates a course's star rating by considering a number of different factors such as the number of ratings, the age of ratings, and the likelihood of fraudulent ratings.","Original price: 25 €","","54 students enrolled","Access on mobile and TV","https://www.udemy.com/sql-for-beginners-learn-through-10-examples/"
"c6855401d1501f96b9c43f9381d2fb073c453450","7881-4efd-9c9f","Computer Vision A-Z Learn OpenCV GANs and Cuttin","","English [Auto-generated]","Python: Step into the World of Machine Learning","Current price: 10 €","/python-step-into-the-world-of-machine-learning","6 hours on-demand video","07:02:14","English","Last updated 2/2017","19 Articles","121 Lectures","2.7 (8 ratings) Instead of using a simple lifetime average, Udemy calculates a course's star rating by considering a number of different factors such as the number of ratings, the age of ratings, and the likelihood of fraudulent ratings.","Original price: 200 €","","201 students enrolled","1 Supplemental Resource","https://www.udemy.com/python-step-into-the-world-of-machine-learning/"
"0703f19521db0b8fb71f3f5e6bc57d0c1d1ac21c","7881-4efd-9c9f","Computer Vision A-Z Learn OpenCV GANs and Cuttin","","","How To Create Dashboards With Google Data Studio","Current price: 10 €","/how-to-create-dashboards-with-google-data-studio","4.5 hours on-demand video","04:21:38","English","Last updated 9/2017","1 Supplemental Resource","40 Lectures","4.5 (2 ratings) Instead of using a simple lifetime average, Udemy calculates a course's star rating by considering a number of different factors such as the number of ratings, the age of ratings, and the likelihood of fraudulent ratings.","Original price: 20 €","","42 students enrolled","Full lifetime access","https://www.udemy.com/how-to-create-dashboards-with-google-data-studio/"
"c3330fb4deef5585edb5fc1b3c2460019a85f125","7881-4efd-9c9f","Computer Vision A-Z Learn OpenCV GANs and Cuttin","","","Data Analysis Black Magic with Excel","Current price: 10 €","/data-analysis-black-magic-with-excel","1.5 hours on-demand video","01:22:46","English","Last updated 6/2017","32 Supplemental Resources","16 Lectures","4.7 (5 ratings) Instead of using a simple lifetime average, Udemy calculates a course's star rating by considering a number of different factors such as the number of ratings, the age of ratings, and the likelihood of fraudulent ratings.","Original price: 35 €","","32 students enrolled","Full lifetime access","https://www.udemy.com/data-analysis-black-magic-with-excel/"
"033d3e238cf2748c28abc667ddddb2f74710f089","7881-4efd-9c9f","Computer Vision A-Z Learn OpenCV GANs and Cuttin","","English [Auto-generated]","Building Interactive Graphs with ggplot2 and Shiny","Current price: 10 €","/building-interactive-graphs-with-ggplot2-and-shiny","1.5 hours on-demand video","01:36:57","English","Last updated 8/2015","Full lifetime access","40 Lectures","3.9 (25 ratings) Instead of using a simple lifetime average, Udemy calculates a course's star rating by considering a number of different factors such as the number of ratings, the age of ratings, and the likelihood of fraudulent ratings.","Original price: 85 €","","183 students enrolled","Access on mobile and TV","https://www.udemy.com/building-interactive-graphs-with-ggplot2-and-shiny/"
"6c8356af4883a10c5075510272126da159c46b4d","7881-4efd-9c9f","Computer Vision A-Z Learn OpenCV GANs and Cuttin","","","The Fundamentals of Business Intelligence","Current price: 10 €","/the-fundamentals-of-business-intelligence","1 hour on-demand video","55:51","English","Last updated 6/2016","2 Supplemental Resources","7 Lectures","4.2 (26 ratings) Instead of using a simple lifetime average, Udemy calculates a course's star rating by considering a number of different factors such as the number of ratings, the age of ratings, and the likelihood of fraudulent ratings.","Original price: 20 €","","64 students enrolled","Full lifetime access","https://www.udemy.com/the-fundamentals-of-business-intelligence/"
"cf516b6cf13d1c8501c5b43abb7e6e1b62185371","7881-4efd-9c9f","Computer Vision A-Z Learn OpenCV GANs and Cuttin","","English","QlikView for Beginners - Practical QlikView","Price: Free","/qlikview-for-beginners-by-techstuffy","4.5 hours on-demand video","04:32:32","English","Last updated 2/2017","1 Supplemental Resource","50 Lectures","4.1 (170 ratings) Instead of using a simple lifetime average, Udemy calculates a course's star rating by considering a number of different factors such as the number of ratings, the age of ratings, and the likelihood of fraudulent ratings.","","","3,591 students enrolled","Full lifetime access","https://www.udemy.com/qlikview-for-beginners-by-techstuffy/"
"3b4ee18b2ef558bff5414538dc657cb9ddc9a682","7881-4efd-9c9f","Computer Vision A-Z Learn OpenCV GANs and Cuttin","","English [Auto-generated]","Market Research Classroom","Current price: 10 €","/market-research-classroom","1.5 hours on-demand video","01:28:43","English","Last updated 2/2015","1 Supplemental Resource","13 Lectures","4.3 (9 ratings) Instead of using a simple lifetime average, Udemy calculates a course's star rating by considering a number of different factors such as the number of ratings, the age of ratings, and the likelihood of fraudulent ratings.","Original price: 105 €","","557 students enrolled","Full lifetime access","https://www.udemy.com/market-research-classroom/"
"5266190f9f733b73a60a4822f0dcb98385c2880e","7881-4efd-9c9f","Computer Vision A-Z Learn OpenCV GANs and Cuttin","","","Artificial Neural Networks tutorial - theory & applications","Current price: 10 €","/artificial-neural-networks-tutorial-theory-applications","1 hour on-demand video","01:09:37","English","Last updated 8/2017","6 Supplemental Resources","13 Lectures","4.3 (6 ratings) Instead of using a simple lifetime average, Udemy calculates a course's star rating by considering a number of different factors such as the number of ratings, the age of ratings, and the likelihood of fraudulent ratings.","Original price: 20 €","","37 students enrolled","Full lifetime access","https://www.udemy.com/artificial-neural-networks-tutorial-theory-applications/"
"588f7de6250c93ca386d406e347ac44dc35f64f6","7881-4efd-9c9f","Computer Vision A-Z Learn OpenCV GANs and Cuttin","","","Multiple Regression Analysis with Excel","Current price: 10 €","/multiple-regression-analysis-with-excel","4 hours on-demand video","03:52:22","English","Last updated 4/2017","6 Articles","37 Lectures","4.2 (11 ratings) Instead of using a simple lifetime average, Udemy calculates a course's star rating by considering a number of different factors such as the number of ratings, the age of ratings, and the likelihood of fraudulent ratings.","Original price: 50 €","","61 students enrolled","6 Supplemental Resources","https://www.udemy.com/multiple-regression-analysis-with-excel/"
"3401bfdb10cb99b3fd8fc3a6b29af5712eebb993","7881-4efd-9c9f","Computer Vision A-Z Learn OpenCV GANs and Cuttin","","English [Auto-generated]","Excel Statistics / Data Analytics","Current price: 10 €","/statistics-excel","1.5 hours on-demand video","01:36:01","English","Last updated 1/2017","8 Supplemental Resources","14 Lectures","4.3 (10 ratings) Instead of using a simple lifetime average, Udemy calculates a course's star rating by considering a number of different factors such as the number of ratings, the age of ratings, and the likelihood of fraudulent ratings.","Original price: 75 €","","86 students enrolled","Full lifetime access","https://www.udemy.com/statistics-excel/"
"8b10c567bc0b5c8b21cd53ac993ef6572875c1df","7881-4efd-9c9f","Computer Vision A-Z Learn OpenCV GANs and Cuttin","","","Uplift Modeling Made Easy","Price: 50 €","/uplift-modeling","2 hours on-demand video","02:11:58","English","Last updated 8/2014","1 Article","28 Lectures","4.2 (12 ratings) Instead of using a simple lifetime average, Udemy calculates a course's star rating by considering a number of different factors such as the number of ratings, the age of ratings, and the likelihood of fraudulent ratings.","","","38 students enrolled","Full lifetime access","https://www.udemy.com/uplift-modeling/"
"3466299375c32a8dc45f5f8005f8a0822e7bbd97","7881-4efd-9c9f","Computer Vision A-Z Learn OpenCV GANs and Cuttin","","English [Auto-generated]","Sales Forecasting","Current price: 10 €","/sales-forecasting","1 hour on-demand video","01:17:47","English","Last updated 5/2017","2 Articles","25 Lectures","3.7 (39 ratings) Instead of using a simple lifetime average, Udemy calculates a course's star rating by considering a number of different factors such as the number of ratings, the age of ratings, and the likelihood of fraudulent ratings.","Original price: 50 €","","184 students enrolled","4 Supplemental Resources","https://www.udemy.com/sales-forecasting/"
