url	Search Course 2_link	Search Course 3	Search Course 3_link	Badge Content Text	Badge Content Link	Badge Content Link_link	Search Course 4	Search Course 5	Search Course 6	Search Course 7	Search Course 8	Search Course 9	Search Course 12	Search Course 13	Search Course 14	Search Course 14_link
https://www.udemy.com/courses/business/data-and-analytics/all-courses/?p=9	https://www.udemy.com/sql-and-databases/	From 0 To 1:SQL And Databases - Heavy Lifting	https://www.udemy.com/sql-and-databases/				"Loony Corn• An ex-Google, Stanford and Flipkart team"	"Your bodyguard for when data gets too big​, this course is strong but friendly, funny yet deep, animated yet thoughtful."	68 lectures	14.5 hours	All Levels	English [Auto-generated]	$50	4.1	(116 ratings)	https://www.udemy.com/sql-and-databases/#reviews
https://www.udemy.com/courses/business/data-and-analytics/all-courses/?p=9	https://www.udemy.com/become-qlikview-designer-from-scratch/	Become QlikView Designer from Scratch	https://www.udemy.com/become-qlikview-designer-from-scratch/				Shilpan Patel• Certified QlikView Developer and Designer	Learn step-by-step to create a QlikView application with visualization best practices	42 lectures	6 hours	Beginner Level	English [Auto-generated]	$100	4.2	(396 ratings)	https://www.udemy.com/become-qlikview-designer-from-scratch/#reviews
https://www.udemy.com/courses/business/data-and-analytics/all-courses/?p=9	https://www.udemy.com/web-analytics-conversion-strategy/	Scale Your Business With Web Analytics & Conversion Strategy	https://www.udemy.com/web-analytics-conversion-strategy/	in Web Analytics | Data & Analytics	Web Analytics	https://www.udemy.com/topic/web-analytics/	Christine Maisel• Helping Web Design & SEO Startups	"The powerful combination of web analytics, usability & conversion rate optimization can increase sales for any website"	87 lectures	5 hours	All Levels	English [Auto-generated]	$200	4.5	(80 ratings)	https://www.udemy.com/web-analytics-conversion-strategy/#reviews
https://www.udemy.com/courses/business/data-and-analytics/all-courses/?p=9	https://www.udemy.com/mastering-hadoop-the-how-to-guide-of-a-practical-approach/	Mastering Hadoop: The How to Guide of a Practical Approach	https://www.udemy.com/mastering-hadoop-the-how-to-guide-of-a-practical-approach/				Shyam Agarwal• Big Data and Analytics -- One Stop Solution Provider	Learn how to master Big Data and Hadoop in a simple manner and with a practical approach that will help you in your work	23 lectures	7 hours	All Levels	English [Auto-generated]	$145	3.7	(45 ratings)	https://www.udemy.com/mastering-hadoop-the-how-to-guide-of-a-practical-approach/#reviews
https://www.udemy.com/courses/business/data-and-analytics/all-courses/?p=9	https://www.udemy.com/statistics-using-r/	Statistics for Data Analysis Using R	https://www.udemy.com/statistics-using-r/				Sandeep Kumar ­• Bestselling Instructor • Six Sigma • Statistics • Quality	"Learn Programming in R & R Studio • Descriptive, Inferential Statistics • Plots for Data Visualization • Data Science"	110 lectures	12.5 hours	All Levels		$145	4.7	(37 ratings)	https://www.udemy.com/statistics-using-r/#reviews
https://www.udemy.com/courses/business/data-and-analytics/all-courses/?p=9	https://www.udemy.com/text-mining-and-sentiment-analysis-with-tableau-and-r/	Text Mining and Sentiment Analysis with Tableau and R	https://www.udemy.com/text-mining-and-sentiment-analysis-with-tableau-and-r/	in Text Mining | Data & Analytics	Text Mining	https://www.udemy.com/topic/text-mining/	R-Tutorials Training• Data Science Education	"Data Science with R and Tableau: Extract valuable info out of Twitter to rock in marketing, finance, or any research."	35 lectures	4 hours	All Levels	English [Auto-generated]	$95	4.5	(6 ratings)	https://www.udemy.com/text-mining-and-sentiment-analysis-with-tableau-and-r/#reviews
https://www.udemy.com/courses/business/data-and-analytics/all-courses/?p=9	https://www.udemy.com/sas-macro-programming-by-example/	SAS Macro Programming By Example	https://www.udemy.com/sas-macro-programming-by-example/				Gopal Prasad Malakar• Credit Card Analytics Professional- Trains Machine Learning	"Learn the syntax of SAS macro and see workout examples. understand use case, debugging, error handling, looping etc."	17 lectures	1.5 hours	All Levels	English [Auto-generated]	$20	3.9	(128 ratings)	https://www.udemy.com/sas-macro-programming-by-example/#reviews
https://www.udemy.com/courses/business/data-and-analytics/all-courses/?p=9	https://www.udemy.com/tableau-complete-course/	Tableau in Practice - A Step by Step Complete Course	https://www.udemy.com/tableau-complete-course/				"TELCOMA! 34,000+ Students!• Fanatical Services to the IT Industry Since 2007"	Master Tableau 10 fast and easy. Get Tableau certification! Data science and Data analytics fetches you highest pay	55 lectures	5 hours	All Levels	English [Auto-generated]	$200	3	(34 ratings)	https://www.udemy.com/tableau-complete-course/#reviews
https://www.udemy.com/courses/business/data-and-analytics/all-courses/?p=9	https://www.udemy.com/power-bi-desktop-masterclass-data-analysis-for-everyone/	Power BI Desktop Masterclass - Data Analysis for Everyone	https://www.udemy.com/power-bi-desktop-masterclass-data-analysis-for-everyone/				"Paula Guilfoyle• CPA Accountant, Online Educator & Life Long Learner"	"Master Power BI Desktop- Get, Transform, Model and visualize data like never before - Self Service Business Intelligence"	44 lectures	3 hours	All Levels	English [Auto-generated]	$150	4.1	(107 ratings)	https://www.udemy.com/power-bi-desktop-masterclass-data-analysis-for-everyone/#reviews
https://www.udemy.com/courses/business/data-and-analytics/all-courses/?p=9	https://www.udemy.com/tableau-data-analytics-must-see-introduction-to-analytics/	Tableau Data Analytics - Must See Introduction to Analytics	https://www.udemy.com/tableau-data-analytics-must-see-introduction-to-analytics/				Dhruv Bais• Master Programmer and Machine Learning Robot	Get Your Feet Wet in Tableau Data Analytics: What can you do with Data Analytics and How Can You Do That with Tableau	6 lectures	1 hour	Beginner Level	English [Auto-generated]	$20	4.1	(567 ratings)	https://www.udemy.com/tableau-data-analytics-must-see-introduction-to-analytics/#reviews
https://www.udemy.com/courses/business/data-and-analytics/all-courses/?p=10	https://www.udemy.com/sql-for-marketers-data-analytics-data-science-big-data/	"Data Analytics: SQL for newbs, beginners and marketers"	https://www.udemy.com/sql-for-marketers-data-analytics-data-science-big-data/				Lazy Programmer Inc.• Data scientist and big data engineer	"Dominate data analytics, data science, and big data"	25 lectures	1 hour	All Levels	English [Auto-generated]	$60	4.3	(230 ratings)	https://www.udemy.com/sql-for-marketers-data-analytics-data-science-big-data/#reviews
https://www.udemy.com/courses/business/data-and-analytics/all-courses/?p=10	https://www.udemy.com/powerful-reports-and-dashboards-with-microsoft-powerbi/	Powerful Reports and Dashboards with Microsoft Power BI	https://www.udemy.com/powerful-reports-and-dashboards-with-microsoft-powerbi/				"Ian Littlejohn• Excel Power Tools, Power BI and Google Data Studio Trainer"	"Learn to use the free Microsoft Power BI to create reports, analyze data and develop interactive dashboards in minutes"	69 lectures	5.5 hours	Intermediate Level		$100	4.4	(511 ratings)	https://www.udemy.com/powerful-reports-and-dashboards-with-microsoft-powerbi/#reviews
https://www.udemy.com/courses/business/data-and-analytics/all-courses/?p=10	https://www.udemy.com/tableau-interview/	Tableau Interview Q&A: Tableau For Data Science Careers	https://www.udemy.com/tableau-interview/				Kirill Eremenko• Data Scientist & Forex Systems Expert	Tableau Interview Questions To Maximize Your Chances Of Getting A Data Analytics Or Tableau Developer Or Analyst Job	31 lectures	2.5 hours	All Levels	English [Auto-generated]	$140	4.4	(195 ratings)	https://www.udemy.com/tableau-interview/#reviews
https://www.udemy.com/courses/business/data-and-analytics/all-courses/?p=10	https://www.udemy.com/r-shiny-web-apps-data-visualization/	R Shiny Interactive Web Apps - Next Level Data Visualization	https://www.udemy.com/r-shiny-web-apps-data-visualization/				R-Tutorials Training• Data Science Education	Learn how to use R and Shiny to create compelling data visualizations and how to share them online.	30 lectures	3 hours	Intermediate Level	English [Auto-generated]	$95	4.2	(140 ratings)	https://www.udemy.com/r-shiny-web-apps-data-visualization/#reviews
https://www.udemy.com/courses/business/data-and-analytics/all-courses/?p=10	https://www.udemy.com/essential-excel-for-business-analysts-and-consultants/	Essential Excel for Business Analysts and Consultants	https://www.udemy.com/essential-excel-for-business-analysts-and-consultants/				"Asen Gyczew• Expert in performance improvement, turnaround and startups"	Master the formulas and tricks that will save you time	49 lectures	3 hours	Intermediate Level	English [Auto-generated]	$90	4.3	(119 ratings)	https://www.udemy.com/essential-excel-for-business-analysts-and-consultants/#reviews
https://www.udemy.com/courses/business/data-and-analytics/all-courses/?p=10	https://www.udemy.com/is-my-startup-doing-ok/	Certificate in QlikSense Analytics Development	https://www.udemy.com/is-my-startup-doing-ok/	in Qliksense | Data & Analytics	Qliksense	https://www.udemy.com/topic/qliksense/	Paul Scotchford• Data Analyst and Qlik Development Specialist @ awari	Scenario based QlikSense app development training using real business data examples for visual data analysis	77 lectures	13 hours	All Levels	English [Auto-generated]	$175	4.3	(545 ratings)	https://www.udemy.com/is-my-startup-doing-ok/#reviews
https://www.udemy.com/courses/business/data-and-analytics/all-courses/?p=10	https://www.udemy.com/data-mining-with-r-go-from-beginner-to-advanced/	Data Mining with R: Go from Beginner to Advanced!	https://www.udemy.com/data-mining-with-r-go-from-beginner-to-advanced/				"Geoffrey Hubona, Ph.D.• Associate Professor of Information Systems"	"Learn to use R software for data analysis, visualization, and to perform dozens of popular data mining techniques."	80 lectures	12 hours	All Levels	English [Auto-generated]	$175	4	(182 ratings)	https://www.udemy.com/data-mining-with-r-go-from-beginner-to-advanced/#reviews
https://www.udemy.com/courses/business/data-and-analytics/all-courses/?p=10	https://www.udemy.com/comprcourse/	The Comprehensive Statistics and Data Science with R Course	https://www.udemy.com/comprcourse/				"Geoffrey Hubona, Ph.D.• Associate Professor of Information Systems"	"Learn how to use R for data science tasks, all about R data structures, functions and visualizations, and statistics."	219 lectures	19.5 hours	All Levels	English [Auto-generated]	$175	4.1	(104 ratings)	https://www.udemy.com/comprcourse/#reviews
https://www.udemy.com/courses/business/data-and-analytics/all-courses/?p=10	https://www.udemy.com/the-data-analyst-skills-training-course-dast-with-excel/	The Data Analyst Skills Training course (DAST) with Excel	https://www.udemy.com/the-data-analyst-skills-training-course-dast-with-excel/				Skillfin Learning• Building skills for business and finance careers	"Learn Data Analyst skills - data analysis, data manipulation and data visualization in [ Excel online course"	65 lectures	6 hours	All Levels	English [Auto-generated]	$50	4.5	(50 ratings)	https://www.udemy.com/the-data-analyst-skills-training-course-dast-with-excel/#reviews
https://www.udemy.com/courses/business/data-and-analytics/all-courses/?p=10	https://www.udemy.com/data-analytics-with-excel-pivottables-2016/	Data Analytics with Excel PivotTables 2016	https://www.udemy.com/data-analytics-with-excel-pivottables-2016/				UpSkill Ladder• Designing an Experience	"Step by Step, easy to comprehend guide on how to use Excel PivotTables with examples"	8 lectures	1 hour	Intermediate Level	English [Auto-generated]	$60	4.2	(225 ratings)	https://www.udemy.com/data-analytics-with-excel-pivottables-2016/#reviews
https://www.udemy.com/courses/business/data-and-analytics/all-courses/?p=10	https://www.udemy.com/web-analytics-learn-nuts-bolts-of-web-analytics/	Web Analytics - Learn Nuts & Bolts of Web Analytics	https://www.udemy.com/web-analytics-learn-nuts-bolts-of-web-analytics/				Talent Nurture Academy• Training Solutions on high-end Technologies	"Understand the Visitor Behaviour on a Website and Hence, the Ultimate Guide to High Conversion Rates"	35 lectures	4.5 hours	All Levels	English [Auto-generated]	$20	3.7	(11 ratings)	https://www.udemy.com/web-analytics-learn-nuts-bolts-of-web-analytics/#reviews
https://www.udemy.com/courses/business/data-and-analytics/all-courses/?p=10	https://www.udemy.com/intro-to-bpm/	Introduction to Business Process Modeling	https://www.udemy.com/intro-to-bpm/	in Business Process Modeling | Data & Analytics	Business Process Modeling	https://www.udemy.com/topic/business-process-modeling/	Don Hussey• Business Analyst Training	"Learn how to analyze, model, and improve your organization's business processes."	16 lectures	1.5 hours	Intermediate Level	English [Auto-generated]	$90	4.3	(357 ratings)	https://www.udemy.com/intro-to-bpm/#reviews
https://www.udemy.com/courses/business/data-and-analytics/all-courses/?p=11	https://www.udemy.com/r-social-media-mining-scraping-with-twitter/	"Text Mining, Scraping and Sentiment Analysis with R"	https://www.udemy.com/r-social-media-mining-scraping-with-twitter/				R-Tutorials Training• Data Science Education	Learn how to use Twitter social media data for your R text mining work.	34 lectures	3 hours	Expert Level	English [Auto-generated]	$95	4.3	(238 ratings)	https://www.udemy.com/r-social-media-mining-scraping-with-twitter/#reviews
https://www.udemy.com/courses/business/data-and-analytics/all-courses/?p=11	https://www.udemy.com/applied-data-science-with-python/	Applied Data Science with Python	https://www.udemy.com/applied-data-science-with-python/				"V2 Maestros, LLC• Big Data Science / Analytics Experts | 25K+ students"	Learn how to execute an end-to-end data science project and deliver business results	44 lectures	8.5 hours	Intermediate Level	English [Auto-generated]	$100	3.9	(134 ratings)	https://www.udemy.com/applied-data-science-with-python/#reviews
https://www.udemy.com/courses/business/data-and-analytics/all-courses/?p=11	https://www.udemy.com/sql-for-punk-analytics/	SQL Master Class For Data Analysis	https://www.udemy.com/sql-for-punk-analytics/				Paul Scotchford• Data Analyst and Qlik Development Specialist @ awari	Mastering SQL Beyond The Basics for Data Analysis	58 lectures	7.5 hours	All Levels	English [Auto-generated]	$175	4.4	(297 ratings)	https://www.udemy.com/sql-for-punk-analytics/#reviews
https://www.udemy.com/courses/business/data-and-analytics/all-courses/?p=11	https://www.udemy.com/r-level1/	R Level 1 - Data Analytics with R	https://www.udemy.com/r-level1/				R-Tutorials Training• Data Science Education	Use R for Data Analytics and Data Mining	87 lectures	8.5 hours	Beginner Level	English [Auto-generated]	$170	4.4	(314 ratings)	https://www.udemy.com/r-level1/#reviews
https://www.udemy.com/courses/business/data-and-analytics/all-courses/?p=11	https://www.udemy.com/power-bi-query-editor-how-to-become-a-data-cleansing-star/	Power BI Query Editor: 60 Short Minutes to Cleaner BI Data	https://www.udemy.com/power-bi-query-editor-how-to-become-a-data-cleansing-star/				Doug Burke• Data Systems Leader and Experienced Teacher	Great dashboards start with great data. Your guide to improving your Power BI visualizations using Query Editor.	15 lectures	1 hour	Beginner Level	English [Auto-generated]	$70	3.9	(20 ratings)	https://www.udemy.com/power-bi-query-editor-how-to-become-a-data-cleansing-star/#reviews
https://www.udemy.com/courses/business/data-and-analytics/all-courses/?p=11	https://www.udemy.com/ibm-spss/	Advanced IBM SPSS- Quantitative Techniques in Research	https://www.udemy.com/ibm-spss/				Sana Nazir• Instructor in the field of Business Administration	Learn the basic to advanced skills required in quantitative research data analysis with newest version of IBM SPSS	27 lectures	2 hours	All Levels	English [Auto-generated]	$35	3.5	(48 ratings)	https://www.udemy.com/ibm-spss/#reviews
https://www.udemy.com/courses/business/data-and-analytics/all-courses/?p=11	https://www.udemy.com/time-series-analysis-and-forecasting-in-r/	Introduction to Time Series Analysis and Forecasting in R	https://www.udemy.com/time-series-analysis-and-forecasting-in-r/				R-Tutorials Training• Data Science Education	"Learn how to work with time series and all sorts of time related data in R - Forecasting, Time Series Analysis and more"	37 lectures	3.5 hours	Intermediate Level	English [Auto-generated]	$75	4.1	(332 ratings)	https://www.udemy.com/time-series-analysis-and-forecasting-in-r/#reviews
https://www.udemy.com/courses/business/data-and-analytics/all-courses/?p=11	https://www.udemy.com/data-visualization-why-charts-are-better-than-numbers/	Data Presentation for Business: How to make great charts	https://www.udemy.com/data-visualization-why-charts-are-better-than-numbers/				"Nicolae Urs• Associate Dean, University of Babes-Bolyai, FSPAC, Romania"	Learn how data visualizations can bring order or offer insight and recognize when they are used to deceive and mislead.	24 lectures	1.5 hours	Beginner Level	English [Auto-generated]	$30	4.3	(29 ratings)	https://www.udemy.com/data-visualization-why-charts-are-better-than-numbers/#reviews
https://www.udemy.com/courses/business/data-and-analytics/all-courses/?p=11	https://www.udemy.com/google-sheets-forms-beginner-to-expert/	Google Sheets & Forms - Beginner to Expert	https://www.udemy.com/google-sheets-forms-beginner-to-expert/				Joe Buchmann• Professional Designer and CX Manager	The most complete Google Sheets and Forms course from a best selling instructor. No prior knowledge required.	22 lectures	3 hours	Beginner Level	English [Auto-generated]	$25	4.3	(5 ratings)	https://www.udemy.com/google-sheets-forms-beginner-to-expert/#reviews
https://www.udemy.com/courses/business/data-and-analytics/all-courses/?p=11	https://www.udemy.com/data-analysis-and-dashboards-with-google-data-studio/	Data Analysis and Dashboards with Google Data Studio	https://www.udemy.com/data-analysis-and-dashboards-with-google-data-studio/	in Google Data Studio | Data & Analytics	Google Data Studio	https://www.udemy.com/topic/google-data-studio/	"Ian Littlejohn• Excel Power Tools, Power BI and Google Data Studio Trainer"	Learn how to create powerful data analysis and dashboards with Google Data Studio for your Google Sheets	62 lectures	2.5 hours	Intermediate Level		$100	4.7	(42 ratings)	https://www.udemy.com/data-analysis-and-dashboards-with-google-data-studio/#reviews
https://www.udemy.com/courses/business/data-and-analytics/all-courses/?p=11	https://www.udemy.com/forecasting-and-time-series-analysis-in-tableau/	Forecasting and Time Series Analysis in Tableau	https://www.udemy.com/forecasting-and-time-series-analysis-in-tableau/	in Forecasting Model | Data & Analytics	Forecasting Model	https://www.udemy.com/topic/forecasting-model/	R-Tutorials Training• Data Science Education	"Use Tableau to work with time series, generate forecasts and even add R functionality to enhance Tableau."	27 lectures	4 hours	Intermediate Level	English [Auto-generated]	$95	4.6	(37 ratings)	https://www.udemy.com/forecasting-and-time-series-analysis-in-tableau/#reviews
https://www.udemy.com/courses/business/data-and-analytics/all-courses/?p=11	https://www.udemy.com/introduction-to-data-science/	Introduction To Data Science	https://www.udemy.com/introduction-to-data-science/				"Nina Zumel• Data Scientist, Win-Vector LLC"	Use the R Programming Language to execute data science projects and become a data scientist.	28 lectures	6 hours	Intermediate Level	English [Auto-generated]		3.8	(123 ratings)	https://www.udemy.com/introduction-to-data-science/#reviews
https://www.udemy.com/courses/business/data-and-analytics/all-courses/?p=12	https://www.udemy.com/management-consulting-cases-for-job-interview/	Management Consulting Cases for Job Interview	https://www.udemy.com/management-consulting-cases-for-job-interview/				"Asen Gyczew• Expert in performance improvement, turnaround and startups"	Practical guide how to get into consulting	59 lectures	2 hours	Intermediate Level	English [Auto-generated]	$45	4	(31 ratings)	https://www.udemy.com/management-consulting-cases-for-job-interview/#reviews
https://www.udemy.com/courses/business/data-and-analytics/all-courses/?p=12	https://www.udemy.com/text-analyticstext-mining-using-r/	Text Analytics/Text Mining Using R	https://www.udemy.com/text-analyticstext-mining-using-r/				ExcelR Solutions• Pioneer in professional management trainings & consulting	Data Science Text Analytics/Text Mining Using R	13 lectures	2 hours	All Levels	English [Auto-generated]	$50	3.6	(80 ratings)	https://www.udemy.com/text-analyticstext-mining-using-r/#reviews
https://www.udemy.com/courses/business/data-and-analytics/all-courses/?p=12	https://www.udemy.com/apache-spark-20-python-do-big-data-analytics-ml/	Apache Spark 2.0 + Python : DO Big Data Analytics & ML	https://www.udemy.com/apache-spark-20-python-do-big-data-analytics-ml/				"V2 Maestros, LLC• Big Data Science / Analytics Experts | 25K+ students"	"Project Based, Hands-on Practices, Spark SQL, Spark Streaming, Real life Full cycle Project"	58 lectures	7.5 hours	Beginner Level	English [Auto-generated]	$200	3.8	(166 ratings)	https://www.udemy.com/apache-spark-20-python-do-big-data-analytics-ml/#reviews
https://www.udemy.com/courses/business/data-and-analytics/all-courses/?p=12	https://www.udemy.com/the-comprehensive-programming-in-r-course/	The Comprehensive Programming in R Course	https://www.udemy.com/the-comprehensive-programming-in-r-course/				"Geoffrey Hubona, Ph.D.• Associate Professor of Information Systems"	How to design and develop efficient general-purpose R applications for diverse tasks and domains.	120 lectures	25 hours	All Levels	English [Auto-generated]	$175	4.2	(141 ratings)	https://www.udemy.com/the-comprehensive-programming-in-r-course/#reviews
https://www.udemy.com/courses/business/data-and-analytics/all-courses/?p=12	https://www.udemy.com/introduction-to-r/	Introduction to R	https://www.udemy.com/introduction-to-r/				Jagannath Rajagopal• Entrepreneur and Data Scientist	Learn the core fundamentals of the R language for interactive use as well as programming	103 lectures	15 hours	Beginner Level	English [Auto-generated]	$100	4.3	(262 ratings)	https://www.udemy.com/introduction-to-r/#reviews
https://www.udemy.com/courses/business/data-and-analytics/all-courses/?p=12	https://www.udemy.com/learn-data-visualisation-with-tableau-9/	Learn Data Visualisation with Tableau 9	https://www.udemy.com/learn-data-visualisation-with-tableau-9/				"Matt Francis• Data Wrangler, Data Viz Creator, Tableau Zen Master"	"Learn how to visualise your data using Tableau Desktop, guided by a Tableau Zen Master and Wannabe Data Rockstar."	48 lectures	4.5 hours	All Levels	English [Auto-generated]	$130	4.7	(223 ratings)	https://www.udemy.com/learn-data-visualisation-with-tableau-9/#reviews
https://www.udemy.com/courses/business/data-and-analytics/all-courses/?p=12	https://www.udemy.com/market-analytics/	Market Analytics: Become a Data-Driven Marketing Expert	https://www.udemy.com/market-analytics/				Scandinavian Institute of Business Analytics• SCANBA Online	"Learn how to calculate market segments, create surveys, use pricing techniques, and forecast sales with Excel examples."	22 lectures	2 hours	Intermediate Level	English [Auto-generated]	$100	3.5	(76 ratings)	https://www.udemy.com/market-analytics/#reviews
https://www.udemy.com/courses/business/data-and-analytics/all-courses/?p=12	https://www.udemy.com/bpmn-for-business-analysts/	BPMN for business analysts	https://www.udemy.com/bpmn-for-business-analysts/				"Zbigniew Misiak• BPMN practitioner, trainer, BPM consultant"	Learn the best practices of process modeling and analysis with Business Process Model and Notation (BPMN 2.0) standard	35 lectures	2.5 hours	All Levels	English [Auto-generated]	$90	4.4	(214 ratings)	https://www.udemy.com/bpmn-for-business-analysts/#reviews
https://www.udemy.com/courses/business/data-and-analytics/all-courses/?p=12	https://www.udemy.com/learn-data-mining-clustering-segmentation-using-rtableau/	"Learn Data Mining - Clustering Segmentation Using R,Tableau"	https://www.udemy.com/learn-data-mining-clustering-segmentation-using-rtableau/				ExcelR Solutions• Pioneer in professional management trainings & consulting	"Learn Data Mining - Clustering Segmentation Using R,Tableau"	38 lectures	6 hours	All Levels	English [Auto-generated]	$50	4.2	(52 ratings)	https://www.udemy.com/learn-data-mining-clustering-segmentation-using-rtableau/#reviews
https://www.udemy.com/courses/business/data-and-analytics/all-courses/?p=12	https://www.udemy.com/a-flying-introduction-to-amazon-web-services-cloud/	A Flying Introduction to Amazon Web Services: Cloud	https://www.udemy.com/a-flying-introduction-to-amazon-web-services-cloud/				Dhruv Bais• Master Programmer and Machine Learning Robot	How to Export Your Computing and Storage to the Web: An Introduction to Amazon Web Services	8 lectures	40 mins	Beginner Level	English [Auto-generated]	$20	4	(274 ratings)	https://www.udemy.com/a-flying-introduction-to-amazon-web-services-cloud/#reviews
https://www.udemy.com/courses/business/data-and-analytics/all-courses/?p=12	https://www.udemy.com/pig-for-wrangling-big-data/	Pig For Wrangling Big Data	https://www.udemy.com/pig-for-wrangling-big-data/				"Loony Corn• An ex-Google, Stanford and Flipkart team"	"Extract, Transform and Load data using Pig to harness the power of Hadoop"	35 lectures	5.5 hours	All Levels	English [Auto-generated]	$50	4.2	(36 ratings)	https://www.udemy.com/pig-for-wrangling-big-data/#reviews
https://www.udemy.com/courses/business/data-and-analytics/all-courses/?p=12	https://www.udemy.com/analytics-case-studies/	Success Stories of Analytics Application (non technical)	https://www.udemy.com/analytics-case-studies/				Gopal Prasad Malakar• Credit Card Analytics Professional- Trains Machine Learning	Case Studies on Application of Analytics across industries - non technical presentation of success stories	17 lectures	2 hours	Beginner Level	English [Auto-generated]	$20	3.9	(116 ratings)	https://www.udemy.com/analytics-case-studies/#reviews
https://www.udemy.com/courses/business/data-and-analytics/all-courses/?p=13	https://www.udemy.com/the-ultimate-guide-for-land-surveying-with-drones-part-3/	The Ultimate Guide for Land Surveying with Drones - Part 3	https://www.udemy.com/the-ultimate-guide-for-land-surveying-with-drones-part-3/	in Land Survey with Drones | Data & Analytics	Land Survey with Drones	https://www.udemy.com/topic/land-survey-with-drones/	Huviair Technologies• Drone Survey Experts	Master the use of Ground Control Points (GCPs) to make your UAV mapping projects absolutely survey grade!!	21 lectures	1 hour	All Levels	English	$100	4.7	(9 ratings)	https://www.udemy.com/the-ultimate-guide-for-land-surveying-with-drones-part-3/#reviews
https://www.udemy.com/courses/business/data-and-analytics/all-courses/?p=13	https://www.udemy.com/applied-multivariate-analysis-with-r/	Applied Multivariate Analysis with R	https://www.udemy.com/applied-multivariate-analysis-with-r/				"Geoffrey Hubona, Ph.D.• Associate Professor of Information Systems"	"Learn to use R software to conduct PCAs, MDSs, cluster analyses, EFAs and to estimate SEM models."	75 lectures	12 hours	All Levels	English [Auto-generated]	$95	4	(110 ratings)	https://www.udemy.com/applied-multivariate-analysis-with-r/#reviews
https://www.udemy.com/courses/business/data-and-analytics/all-courses/?p=13	https://www.udemy.com/the-complete-qlikview-boot-camp/	The Complete QlikView Boot Camp	https://www.udemy.com/the-complete-qlikview-boot-camp/	in Qlikview | Data & Analytics	Qlikview	https://www.udemy.com/topic/qlikview/	Paul Scotchford• Data Analyst and Qlik Development Specialist @ awari	Learn QlikView for Data Analytics - Designer & Developer step by step. Real-World Data Analytics. Real data included.	113 lectures	15.5 hours	All Levels	English	$200	4.4	(36 ratings)	https://www.udemy.com/the-complete-qlikview-boot-camp/#reviews
https://www.udemy.com/courses/business/data-and-analytics/all-courses/?p=13	https://www.udemy.com/architecting-big-data-solutions/	Architecting Big Data Solutions	https://www.udemy.com/architecting-big-data-solutions/				"V2 Maestros, LLC• Big Data Science / Analytics Experts | 25K+ students"	How to architect big data solutions by assembling various big data technologies - modules and best practices	42 lectures	5.5 hours	All Levels	English [Auto-generated]	$200	4	(259 ratings)	https://www.udemy.com/architecting-big-data-solutions/#reviews
https://www.udemy.com/courses/business/data-and-analytics/all-courses/?p=13	https://www.udemy.com/r-programming-for-simulation-and-monte-carlo-methods/	R Programming for Simulation and Monte Carlo Methods	https://www.udemy.com/r-programming-for-simulation-and-monte-carlo-methods/				"Geoffrey Hubona, Ph.D.• Associate Professor of Information Systems"	"Learn to program statistical applications and Monte Carlo simulations with numerous ""real-life"" cases and R software."	107 lectures	11.5 hours	All Levels	English [Auto-generated]	$175	3.9	(114 ratings)	https://www.udemy.com/r-programming-for-simulation-and-monte-carlo-methods/#reviews
https://www.udemy.com/courses/business/data-and-analytics/all-courses/?p=13	https://www.udemy.com/big-data-science-with-apache-hadoop/	"Big Data Science with Apache Hadoop, Pig and Mahout"	https://www.udemy.com/big-data-science-with-apache-hadoop/				"V2 Maestros, LLC• Big Data Science / Analytics Experts | 25K+ students"	"Learn to execute Big Data Science Projects and deliver results using Apache Hadoop, MapReduce, Pig, Hive and Mahout"	52 lectures	9.5 hours	All Levels	English [Auto-generated]	$100	3.9	(78 ratings)	https://www.udemy.com/big-data-science-with-apache-hadoop/#reviews
https://www.udemy.com/courses/business/data-and-analytics/all-courses/?p=13	https://www.udemy.com/deep-learning-prerequisites-the-numpy-stack-in-python/	Deep Learning Prerequisites: The Numpy Stack in Python	https://www.udemy.com/deep-learning-prerequisites-the-numpy-stack-in-python/				Lazy Programmer Inc.• Data scientist and big data engineer	"The Numpy, Scipy, Pandas, and Matplotlib stack: prep for deep learning, machine learning, and artificial intelligence"	29 lectures	2 hours	All Levels	English [Auto-generated]		4.6	"(4,098 ratings)"	https://www.udemy.com/deep-learning-prerequisites-the-numpy-stack-in-python/#reviews
https://www.udemy.com/courses/business/data-and-analytics/all-courses/?p=13	https://www.udemy.com/keras-deep-learning-in-python/	Keras: Deep Learning in Python	https://www.udemy.com/keras-deep-learning-in-python/				Francisco Juretig• Mr	Build complex deep learning algorithms easily in Python	39 lectures	10 hours	All Levels	English [Auto-generated]	$50	3.8	(70 ratings)	https://www.udemy.com/keras-deep-learning-in-python/#reviews
https://www.udemy.com/courses/business/data-and-analytics/all-courses/?p=13	https://www.udemy.com/forecasting-time-series-using-xlminer-r-and-tableau/	"Data Science-Forecasting/Time series Using XLMiner,R&Tableau"	https://www.udemy.com/forecasting-time-series-using-xlminer-r-and-tableau/				ExcelR Solutions• Pioneer in professional management trainings & consulting	"Forecasting Techniques-Linear,Exponential,Quadratic Seasonality models, Autoregression, Smooting, Holts, Winters Method"	33 lectures	6.5 hours	All Levels	English [Auto-generated]	$50	3.9	(47 ratings)	https://www.udemy.com/forecasting-time-series-using-xlminer-r-and-tableau/#reviews
